,baseMean,log2FoldChange,padj,seed_ortholog,evalue,score,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KO definition,KEGG_Pathway,significant
NODE_117400_length_111_cov_178.964286_1,38.8727561884152,8.17352411735064,3.04956675906235e-06,203124.Tery_1892,9.72e-16,,75.5,"COG2931@1|root,COG2931@2|Bacteria,1GD0Z@1117|Cyanobacteria,1HEQ0@1150|Oscillatoriales",1117|Cyanobacteria,Q,Bacterial pre-peptidase C-terminal domain,-,-,-,-,,-,Significant
NODE_24_length_68070_cov_475.815467_23,64.6616092111441,8.18084908339837,3.88119063537128e-08,221288.JH992901_gene5687,1.79e-12,,63.5,"COG3677@1|root,COG3677@2|Bacteria,1GQK2@1117|Cyanobacteria,1JM2N@1189|Stigonemataceae",1117|Cyanobacteria,L,Transposase,-,-,-,-,,-,Significant
NODE_828_length_3433_cov_440.580521_3,2211.36741237405,8.18149371940515,8.46036754312277e-26,203124.Tery_3949,1.2900000000000001e-47,,152.0,"2E3FF@1|root,32YE9@2|Bacteria,1G8ZY@1117|Cyanobacteria,1HCW2@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
NODE_8581_length_486_cov_4592.812065_1,888.653507737347,8.1874813357482,5.152683016502e-28,203124.Tery_4420,1.28e-77,39.6,254.0,"COG0823@1|root,COG2911@1|root,COG0823@2|Bacteria,COG2911@2|Bacteria",2|Bacteria,S,protein secretion,-,-,-,-,surface adhesion protein,-,Significant
NODE_319_length_11956_cov_491.446601_7,5565.06147158167,8.18757951832197,2.07465424608771e-32,203124.Tery_4966,1.27e-126,,360.0,"2ECT6@1|root,336QS@2|Bacteria",2|Bacteria,S,TIGRFAM PEP-CTERM protein sorting domain,-,-,-,-,,-,Significant
NODE_1_length_148236_cov_916.668891_8,39.36900347597,8.19192337410232,1.86596951191221e-06,317936.Nos7107_2888,0.000174,,43.5,"COG1028@1|root,COG1028@2|Bacteria,1GD5F@1117|Cyanobacteria",1117|Cyanobacteria,IQ,KR domain,-,-,-,-,,-,Significant
NODE_12535_length_403_cov_148.031609_1,39.520352959843,8.19752561385823,5.39445013121664e-06,203124.Tery_1772,2.1e-13,,68.6,"COG3391@1|root,COG3391@2|Bacteria,1G0EB@1117|Cyanobacteria,1H803@1150|Oscillatoriales",1117|Cyanobacteria,G,PFAM Na-Ca exchanger integrin-beta4 peptidase-like FG-GAP,-,-,-,ko:K20276,,"ko02024,map02024",Significant
NODE_180_length_21491_cov_1011.777664_5,39.5234957698738,8.19761863041093,3.04956675906235e-06,203124.Tery_4226,2.76e-248,68.0,682.0,"COG3335@1|root,COG3415@1|root,COG3335@2|Bacteria,COG3415@2|Bacteria,1G4QD@1117|Cyanobacteria,1H88T@1150|Oscillatoriales",1117|Cyanobacteria,L,L COG3335 Transposase and inactivated derivatives,-,-,-,"ko:K07494,ko:K07499",putative transposase,-,Significant
NODE_5426_length_623_cov_947.411972_1,1597.39212592777,8.20047704036182,3.7175864211036097e-26,203124.Tery_3063,1.33e-103,100.5,300.0,"COG0071@1|root,COG0071@2|Bacteria,1G5PX@1117|Cyanobacteria,1HAZK@1150|Oscillatoriales",1117|Cyanobacteria,O,Belongs to the small heat shock protein (HSP20) family,hspA,-,-,ko:K13993,HSP20 family protein,"ko04141,map04141",Significant
NODE_26147_length_291_cov_428.453390_1,39.6464431823484,8.20208904809484,2.45471521852004e-06,203124.Tery_0066,6.48e-38,,128.0,"COG5421@1|root,COG5421@2|Bacteria",2|Bacteria,-,-,-,-,-,-,,-,Significant
NODE_347_length_10803_cov_440.945478_15,104.87330923562,8.2066291911379,3.57830788887965e-10,63737.Npun_R5442,1.67e-19,,87.0,"2DBFF@1|root,2Z8YA@2|Bacteria,1G2KB@1117|Cyanobacteria,1HPNV@1161|Nostocales",1117|Cyanobacteria,L,"PFAM transposase, IS4 family protein",-,-,-,-,,-,Significant
NODE_59484_length_247_cov_80.791667_1,39.8034483503812,8.20780610322821,3.10246053735255e-06,203124.Tery_2061,7.07e-15,,75.5,"COG0515@1|root,COG1262@1|root,COG0515@2|Bacteria,COG1262@2|Bacteria",2|Bacteria,T,PFAM Formylglycine-generating sulfatase enzyme,-,-,-,-,,-,Significant
NODE_17_length_77004_cov_434.538746_18,104.16416671795,8.21110448259794,1.42243125854846e-10,1174528.JH992898_gene1172,3.37e-25,,105.0,"COG3385@1|root,COG3385@2|Bacteria,1G3TU@1117|Cyanobacteria",1117|Cyanobacteria,L,PFAM Transposase DDE domain,-,-,-,ko:K07495,,-,Significant
NODE_16290_length_359_cov_604.496711_2,40.0052064453454,8.21507872314002,2.00819621329185e-06,203124.Tery_4497,3.1100000000000004e-26,,106.0,"COG3391@1|root,COG3391@2|Bacteria,1G0EB@1117|Cyanobacteria,1H803@1150|Oscillatoriales",1117|Cyanobacteria,G,PFAM Na-Ca exchanger integrin-beta4 peptidase-like FG-GAP,-,-,-,ko:K20276,,"ko02024,map02024",Significant
NODE_204_length_19875_cov_389.463875_10,40.2353391337968,8.22333295128426,1.5053081443604e-06,1173022.Cri9333_4169,1.4e-12,,66.6,"COG3385@1|root,COG3385@2|Bacteria,1G27F@1117|Cyanobacteria,1HA3W@1150|Oscillatoriales",1117|Cyanobacteria,L,SPTR Transposase IS4 family,-,-,-,-,,-,Significant
NODE_40_length_58312_cov_421.358189_40,1231.40784828432,8.23361033681862,6.01989937983063e-42,203124.Tery_2668,3.84e-130,94.3,369.0,"COG1791@1|root,COG1791@2|Bacteria,1G274@1117|Cyanobacteria,1HAWI@1150|Oscillatoriales",1117|Cyanobacteria,S,"Catalyzes 2 different reactions between oxygene and the acireductone 1,2-dihydroxy-3-keto-5-methylthiopentene (DHK-MTPene) depending upon the metal bound in the active site. Fe-containing acireductone dioxygenase (Fe-ARD) produces formate and 2-keto-4- methylthiobutyrate (KMTB), the alpha-ketoacid precursor of methionine in the methionine recycle pathway. Ni-containing acireductone dioxygenase (Ni-ARD) produces methylthiopropionate, carbon monoxide and formate, and does not lie on the methionine recycle pathway",mtnD,-,"1.13.11.53,1.13.11.54",ko:K08967,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]","ko00270,ko01100,map00270,map01100",Significant
NODE_105525_length_181_cov_35.396825_1,40.5631874512664,8.23496770734189,1.35072846215589e-06,203124.Tery_1974,2.49e-22,,95.5,"COG2931@1|root,COG2931@2|Bacteria,1GQZ6@1117|Cyanobacteria,1H9P5@1150|Oscillatoriales",1117|Cyanobacteria,Q,Bacterial pre-peptidase C-terminal domain,-,-,-,-,,-,Significant
NODE_95_length_35107_cov_430.571836_24,107.217567934139,8.23814910167173,1.58350944016769e-10,203124.Tery_2397,5.96e-48,,153.0,"COG3415@1|root,COG3415@2|Bacteria",2|Bacteria,L,Transposase,-,-,-,ko:K07494,,-,Significant
NODE_57_length_47964_cov_1705.730614_49,40.7662535043782,8.24229173163281,2.6034185145402e-06,203124.Tery_1717,8.47e-05,,43.9,"2DBFF@1|root,2Z8YA@2|Bacteria,1G2KB@1117|Cyanobacteria,1HE5F@1150|Oscillatoriales",1117|Cyanobacteria,L,Helix-turn-helix of DDE superfamily endonuclease,-,-,-,-,,-,Significant
NODE_153_length_24944_cov_757.707019_14,198.668562009988,8.24336481680429,7.233230011639969e-16,203124.Tery_0239,3.56e-08,,55.8,"COG1403@1|root,COG3344@1|root,COG1403@2|Bacteria,COG3344@2|Bacteria,1G065@1117|Cyanobacteria,1H9JB@1150|Oscillatoriales",1117|Cyanobacteria,L,reverse transcriptase,-,-,2.7.7.49,ko:K00986,,-,Significant
NODE_347_length_10803_cov_440.945478_7,1217.60441824983,8.24510740278837,3.8052711464148004e-26,278957.ABEA03000006_gene4183,1.94e-11,,63.2,"COG3291@1|root,COG3291@2|Bacteria,46VB2@74201|Verrucomicrobia,3K9UE@414999|Opitutae",414999|Opitutae,S,Pkd domain containing protein,-,-,-,-,,-,Significant
NODE_235_length_16965_cov_534.346363_5,1547.92698013717,8.24928339256142,8.61480903051233e-34,203124.Tery_2381,2.56e-44,,144.0,"2ENFP@1|root,33G32@2|Bacteria,1GAET@1117|Cyanobacteria,1HDHQ@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
NODE_7664_length_516_cov_139.737527_1,287.608159652704,8.25097522399354,1.62369386881084e-12,203124.Tery_3305,8.79e-91,103.8,284.0,"COG1403@1|root,COG3344@1|root,COG1403@2|Bacteria,COG3344@2|Bacteria,1G065@1117|Cyanobacteria,1H9JB@1150|Oscillatoriales",1117|Cyanobacteria,L,reverse transcriptase,-,-,2.7.7.49,ko:K00986,RNA-directed DNA polymerase [EC:2.7.7.49],-,Significant
NODE_2_length_141101_cov_626.108738_65,4764.33795614277,8.25203796695337,3.64896286489475e-44,203124.Tery_2918,3.05e-125,,356.0,"COG4337@1|root,COG4337@2|Bacteria,1G659@1117|Cyanobacteria,1HG03@1150|Oscillatoriales",1117|Cyanobacteria,S,protein conserved in bacteria,-,-,-,-,,-,Significant
NODE_116155_length_114_cov_317.203390_1,111.841752266033,8.25292846920554,1.71223079529043e-10,203124.Tery_1892,6.15e-17,,79.0,"COG2931@1|root,COG2931@2|Bacteria,1GD0Z@1117|Cyanobacteria,1HEQ0@1150|Oscillatoriales",1117|Cyanobacteria,Q,Bacterial pre-peptidase C-terminal domain,-,-,-,-,,-,Significant
NODE_7014_length_541_cov_440.631687_1,108.411765648391,8.25398617352093,1.10857749593088e-10,203124.Tery_3134,6.57e-87,,261.0,"COG3000@1|root,COG3000@2|Bacteria,1G6AD@1117|Cyanobacteria,1HB83@1150|Oscillatoriales",1117|Cyanobacteria,I,Fatty acid hydroxylase,-,-,-,-,,-,Significant
NODE_112_length_31476_cov_445.002069_8,291.734437800041,8.25521831665706,9.3881353942796e-19,203124.Tery_1595,0.0,,889.0,"COG4872@1|root,COG4872@2|Bacteria,1G2MS@1117|Cyanobacteria,1H75N@1150|Oscillatoriales",1117|Cyanobacteria,S,membrane protein (DUF2157),-,-,-,-,,-,Significant
NODE_8071_length_502_cov_2098.228188_1,41.2347217869587,8.25875678711477,1.54432374940991e-06,203124.Tery_1772,3.52e-96,,310.0,"COG3391@1|root,COG3391@2|Bacteria,1G0EB@1117|Cyanobacteria,1H803@1150|Oscillatoriales",1117|Cyanobacteria,G,PFAM Na-Ca exchanger integrin-beta4 peptidase-like FG-GAP,-,-,-,ko:K20276,,"ko02024,map02024",Significant
NODE_1617_length_1496_cov_440.471895_1,112.536683533299,8.2630802909444,1.11995291103328e-10,203124.Tery_1051,2.27e-18,,81.6,"2DBR1@1|root,2ZAHV@2|Bacteria,1G2D5@1117|Cyanobacteria,1H9S8@1150|Oscillatoriales",1117|Cyanobacteria,S,PFAM Transposase DDE domain,-,-,-,-,,-,Significant
NODE_107924_length_160_cov_256.514286_1,41.5461849015064,8.26957285611206,9.42531912182449e-07,203124.Tery_0570,1.93e-25,,103.0,"COG3210@1|root,COG4995@1|root,COG3210@2|Bacteria,COG4995@2|Bacteria,1G08N@1117|Cyanobacteria,1H74U@1150|Oscillatoriales",1117|Cyanobacteria,U,TIGRFAM filamentous haemagglutinin family outer membrane protein,-,-,-,-,,-,Significant
NODE_103525_length_204_cov_1478.100671_1,41.6520896972465,8.273172388524,1.11080146749329e-06,203124.Tery_3470,2.2800000000000001e-26,,107.0,"COG2373@1|root,COG2911@1|root,COG2931@1|root,COG5625@1|root,COG2373@2|Bacteria,COG2911@2|Bacteria,COG2931@2|Bacteria,COG5625@2|Bacteria,1G0DX@1117|Cyanobacteria,1H8AY@1150|Oscillatoriales",1117|Cyanobacteria,Q,COG2931 RTX toxins and related Ca2 -binding,-,-,-,-,,-,Significant
NODE_104523_length_192_cov_1162.875912_1,459.061290976487,8.29162125486609,9.24806719549577e-20,203124.Tery_3634,2.57e-35,79.3,131.0,"COG1403@1|root,COG3344@1|root,COG1403@2|Bacteria,COG3344@2|Bacteria,1G065@1117|Cyanobacteria,1H9JB@1150|Oscillatoriales",1117|Cyanobacteria,L,reverse transcriptase,-,-,2.7.7.49,ko:K00986,RNA-directed DNA polymerase [EC:2.7.7.49],-,Significant
NODE_133709_length_84_cov_465.620690_1,42.2548717164432,8.29391954198655,8.0014995240507e-07,203124.Tery_2037,9.71e-09,,55.1,"COG1404@1|root,COG1404@2|Bacteria,1G7AR@1117|Cyanobacteria",1117|Cyanobacteria,O,PFAM FG-GAP repeat,-,-,-,-,,-,Significant
NODE_3_length_123736_cov_497.957641_30,335.551700736871,8.30339861936725,8.84235742723277e-20,203124.Tery_4804,1.98e-291,59.1,798.0,"COG0470@1|root,COG0470@2|Bacteria",2|Bacteria,L,replication factor c,-,-,-,-,"LuxR family transcriptional regulator, glucitol operon activator",-,Significant
NODE_19_length_74941_cov_550.804570_19,70.9812375865371,8.31450562779164,3.58883870851064e-08,203124.Tery_4919,1.07e-13,,66.2,"COG3039@1|root,COG3039@2|Bacteria",2|Bacteria,L,Transposase,-,-,-,ko:K07481,,-,Significant
NODE_153_length_24944_cov_757.707019_23,339.090645322734,8.31813488988572,3.32174319879229e-18,203124.Tery_3921,5.09e-59,98.4,182.0,"2E3K8@1|root,3323W@2|Bacteria,1G99A@1117|Cyanobacteria,1HC4X@1150|Oscillatoriales",1117|Cyanobacteria,S,PFAM Photosystem I PsaG PsaK,psaK,-,-,ko:K02698,photosystem I subunit X,"ko00195,ko01100,map00195,map01100",Significant
NODE_22_length_70149_cov_455.558350_14,43.1842971371281,8.32542424247847,1.41234733134593e-06,203124.Tery_1399,2.29e-26,,97.8,"COG3677@1|root,COG3677@2|Bacteria",2|Bacteria,L,"transposition, DNA-mediated",-,-,-,-,,-,Significant
NODE_33_length_62040_cov_935.996967_7,43.2889832779313,8.32894472694046,5.79140582970396e-06,63737.Npun_R2130,8.13e-11,,62.0,"COG3293@1|root,COG3293@2|Bacteria,1FZVT@1117|Cyanobacteria,1HNVV@1161|Nostocales",1117|Cyanobacteria,L,COGs COG3293 Transposase and inactivated derivatives,-,-,-,ko:K07492,,-,Significant
NODE_82396_length_226_cov_819.555556_1,1859.37282057437,8.33624277796502,3.86520172155445e-34,203124.Tery_3305,1.8600000000000002e-43,,155.0,"COG1403@1|root,COG3344@1|root,COG1403@2|Bacteria,COG3344@2|Bacteria,1G065@1117|Cyanobacteria,1H9JB@1150|Oscillatoriales",1117|Cyanobacteria,L,reverse transcriptase,-,-,2.7.7.49,ko:K00986,,-,Significant
NODE_101_length_34191_cov_500.193198_14,9219.42656157046,8.33891839439931,1.17790268076293e-93,203124.Tery_2055,0.0,83.8,1069.0,"COG2931@1|root,COG2931@2|Bacteria,1GDW0@1117|Cyanobacteria",1117|Cyanobacteria,Q,hemolysin-type calcium-binding region,-,-,-,-,hemolysin A,-,Significant
NODE_6803_length_550_cov_1930.315152_1,43.603582333032,8.33934013251788,7.5014097129355e-07,203124.Tery_1772,2.71e-107,,341.0,"COG3391@1|root,COG3391@2|Bacteria,1G0EB@1117|Cyanobacteria,1H803@1150|Oscillatoriales",1117|Cyanobacteria,G,PFAM Na-Ca exchanger integrin-beta4 peptidase-like FG-GAP,-,-,-,ko:K20276,,"ko02024,map02024",Significant
NODE_707_length_4379_cov_7410.932701_5,43.7574721689451,8.34447597163308,1.72496815997551e-05,203124.Tery_1694,4.27e-75,56.4,226.0,"COG3415@1|root,COG3415@2|Bacteria,1G8B4@1117|Cyanobacteria,1HH5K@1150|Oscillatoriales",1117|Cyanobacteria,L,Transposase,-,-,-,-,putative transposase,-,Significant
NODE_1890_length_1305_cov_347.087200_1,272.704936224339,8.34980634401577,6.2182396778047e-20,203124.Tery_3924,1.52e-211,,594.0,"COG0468@1|root,COG0468@2|Bacteria,1GPZM@1117|Cyanobacteria,1H7JI@1150|Oscillatoriales",1117|Cyanobacteria,L,"K COG5665 CCR4-NOT transcriptional regulation complex, NOT5 subunit",-,-,-,-,,-,Significant
NODE_16_length_77811_cov_417.153467_23,115.070847991432,8.35398726265669,3.12476288512309e-11,203124.Tery_3037,7.23e-49,,155.0,"COG0675@1|root,COG0675@2|Bacteria",2|Bacteria,L,"Transposase, IS605 OrfB family",-,-,-,ko:K07496,,-,Significant
NODE_35_length_61288_cov_468.205657_43,44.1205900274318,8.35629241102561,4.20713588939667e-07,179408.Osc7112_2968,1.4e-16,,75.1,"COG1051@1|root,COG1051@2|Bacteria,1G5QA@1117|Cyanobacteria,1HB09@1150|Oscillatoriales",1117|Cyanobacteria,F,Belongs to the Nudix hydrolase family,-,-,"3.6.1.13,3.6.1.55","ko:K01515,ko:K03574",,"ko00230,map00230",Significant
NODE_115_length_29876_cov_807.641796_4,165.118874557009,8.36019547563607,1.41925397912295e-13,203124.Tery_0942,3.31e-147,,414.0,"COG4467@1|root,COG4467@2|Bacteria,1G4QI@1117|Cyanobacteria",1117|Cyanobacteria,L,Involved in initiation control of chromosome replication,-,-,-,-,,-,Significant
NODE_4735_length_676_cov_7960.797101_1,873.880274268838,8.37811307567223,4.06335065088902e-30,203124.Tery_3470,7.51e-99,52.4,322.0,"COG2373@1|root,COG2911@1|root,COG2931@1|root,COG5625@1|root,COG2373@2|Bacteria,COG2911@2|Bacteria,COG2931@2|Bacteria,COG5625@2|Bacteria,1G0DX@1117|Cyanobacteria,1H8AY@1150|Oscillatoriales",1117|Cyanobacteria,Q,COG2931 RTX toxins and related Ca2 -binding,-,-,-,-,surface adhesion protein,-,Significant
NODE_252_length_15366_cov_428.507021_12,44.8854373103081,8.3811607823653,8.09124431896972e-07,449447.MAE_18540,5.18e-10,,58.2,"COG4636@1|root,COG4636@2|Bacteria,1G453@1117|Cyanobacteria",1117|Cyanobacteria,S,COGs COG4636 conserved,-,-,-,-,,-,Significant
NODE_49_length_54842_cov_740.392776_22,118.43758152144,8.38165279683965,2.9580419277941396e-11,102129.Lepto7375DRAFT_7486,0.000128,,43.5,"2E91Y@1|root,333B3@2|Bacteria,1GF50@1117|Cyanobacteria,1HG6K@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
NODE_24_length_68070_cov_475.815467_21,44.9371470100691,8.38283489413095,1.22997235095787e-06,65393.PCC7424_5744,6.68e-08,,54.3,"COG1662@1|root,COG3677@1|root,COG1662@2|Bacteria,COG3677@2|Bacteria,1G4JC@1117|Cyanobacteria,3KKHY@43988|Cyanothece",1117|Cyanobacteria,L,PFAM Insertion element protein,-,-,-,ko:K07480,,-,Significant
NODE_3542_length_811_cov_564.488095_1,117.780320440475,8.39501400641155,9.35050537844684e-10,203124.Tery_2266,3.9e-121,58.4,377.0,"COG0457@1|root,COG4421@1|root,COG0457@2|Bacteria,COG4421@2|Bacteria,1G20P@1117|Cyanobacteria,1H8AZ@1150|Oscillatoriales",1117|Cyanobacteria,L,Tetratricopeptide repeat,-,-,-,-,polysaccharide biosynthesis protein PelB,-,Significant
NODE_123177_length_102_cov_1980.787234_1,45.5190861886879,8.40132516319676,2.92732506651639e-07,203124.Tery_2136,1.29e-13,,69.3,"COG1262@1|root,COG1262@2|Bacteria",2|Bacteria,T,PFAM Formylglycine-generating sulfatase enzyme,-,-,-,-,,-,Significant
NODE_242_length_16270_cov_601.892754_6,24145.2919977221,8.40327511695807,5.85071546082634e-46,203124.Tery_2325,6.2300000000000005e-37,115.0,125.0,"arCOG03092@1|root,32YMQ@2|Bacteria,1G7U9@1117|Cyanobacteria,1HCCG@1150|Oscillatoriales",1117|Cyanobacteria,S,"Gas vesicles are small, hollow, gas filled protein structures that are found in several microbial planktonic microorganisms. They allow the positioning of the organism at the favorable depth for growth. GvpA type proteins form the essential core of the structure",gvpA,-,-,-,gas vesicle structural protein,-,Significant
NODE_6218_length_576_cov_1649.030710_1,119.08543495977,8.40472119987666,3.9727891320584e-11,203124.Tery_3470,3.55e-101,,327.0,"COG2373@1|root,COG2911@1|root,COG2931@1|root,COG5625@1|root,COG2373@2|Bacteria,COG2911@2|Bacteria,COG2931@2|Bacteria,COG5625@2|Bacteria,1G0DX@1117|Cyanobacteria,1H8AY@1150|Oscillatoriales",1117|Cyanobacteria,Q,COG2931 RTX toxins and related Ca2 -binding,-,-,-,-,,-,Significant
NODE_70_length_42625_cov_450.307494_24,119.482001246346,8.40797186005179,1.67773133599774e-11,102129.Lepto7375DRAFT_5534,2.8199999999999996e-89,113.2,273.0,"COG1748@1|root,COG1748@2|Bacteria",2|Bacteria,E,saccharopine dehydrogenase activity,lysDH,-,1.5.1.7,ko:K00290,lysine 6-dehydrogenase [EC:1.4.1.18],"ko00300,ko00310,ko01100,ko01110,ko01130,ko01230,map00300,map00310,map01100,map01110,map01130,map01230",Significant
NODE_30_length_63246_cov_443.823899_5,274.072490399163,8.40969223087242,1.59251333484416e-17,203124.Tery_0484,9.75e-106,93.3,305.0,"COG0675@1|root,COG0675@2|Bacteria,1G01E@1117|Cyanobacteria,1H7AA@1150|Oscillatoriales",1117|Cyanobacteria,L,COG0675 Transposase and inactivated derivatives,-,-,-,ko:K07496,putative transposase,-,Significant
NODE_11612_length_418_cov_11420.358127_1,576.501079352221,8.42232665666634,8.500558126932721e-19,203124.Tery_3470,7.52e-74,,246.0,"COG2373@1|root,COG2911@1|root,COG2931@1|root,COG5625@1|root,COG2373@2|Bacteria,COG2911@2|Bacteria,COG2931@2|Bacteria,COG5625@2|Bacteria,1G0DX@1117|Cyanobacteria,1H8AY@1150|Oscillatoriales",1117|Cyanobacteria,Q,COG2931 RTX toxins and related Ca2 -binding,-,-,-,-,,-,Significant
NODE_28_length_64362_cov_523.155442_49,46.314807200225,8.42634303162277,2.60314020272591e-07,203124.Tery_4923,8.98e-91,,265.0,"COG3039@1|root,COG3039@2|Bacteria,1G7AF@1117|Cyanobacteria,1HFJI@1150|Oscillatoriales",1117|Cyanobacteria,L,Transposase IS4 family,-,-,-,-,,-,Significant
NODE_15_length_78850_cov_450.708205_56,76.868399864096,8.43109855680049,1.28358885388666e-09,103690.17134993,0.00017,,44.3,"COG3293@1|root,COG3293@2|Bacteria,1GB0H@1117|Cyanobacteria,1HRGE@1161|Nostocales",1117|Cyanobacteria,L,"PFAM transposase, IS4 family protein",-,-,-,ko:K07492,,-,Significant
NODE_83_length_38371_cov_509.963905_19,5093.40078154836,8.4320359133856,1.54761152256489e-68,203124.Tery_5018,0.0,54.5,1253.0,"COG2942@1|root,COG2942@2|Bacteria,1G0T1@1117|Cyanobacteria,1H7UN@1150|Oscillatoriales",1117|Cyanobacteria,G,N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase),-,-,-,-,cellobiose epimerase [EC:5.1.3.11],-,Significant
NODE_18_length_76709_cov_508.527135_54,46.5298076880802,8.43300592439369,2.17758533192753e-07,313612.L8106_20218,1.1899999999999998e-42,73.4,142.0,"COG0720@1|root,COG0720@2|Bacteria,1G6J4@1117|Cyanobacteria,1HBC0@1150|Oscillatoriales",1117|Cyanobacteria,H,COG0720 6-pyruvoyl-tetrahydropterin synthase,-,-,"4.1.2.50,4.2.3.12",ko:K01737,6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50],"ko00790,ko01100,map00790,map01100",Significant
NODE_88_length_36930_cov_789.168136_15,46.538626790704,8.43325521977811,2.12721828810787e-07,1173028.ANKO01000160_gene5055,4.1e-06,,48.5,"COG3670@1|root,COG3670@2|Bacteria,1G0AF@1117|Cyanobacteria,1H7P7@1150|Oscillatoriales",1117|Cyanobacteria,Q,PFAM Retinal pigment epithelial membrane protein,-,-,-,-,,-,Significant
NODE_12_length_84605_cov_817.129698_24,46.6023464894638,8.43532334892466,6.64224126225383e-07,1165094.RINTHH_2850,7.22e-13,,68.9,"COG0483@1|root,COG0483@2|Bacteria,1G10S@1117|Cyanobacteria,1HJBJ@1161|Nostocales",1117|Cyanobacteria,G,PFAM Inositol monophosphatase,-,-,3.1.3.25,ko:K01092,,"ko00521,ko00562,ko01100,ko04070,map00521,map00562,map01100,map04070",Significant
NODE_1156_length_2181_cov_148.785042_1,177.128068373679,8.44250175414905,8.60963213989001e-16,203124.Tery_2546,1.21e-224,69.4,635.0,"COG0699@1|root,COG0699@2|Bacteria,1G149@1117|Cyanobacteria,1H8U9@1150|Oscillatoriales",1117|Cyanobacteria,S,Dynamin family,-,-,-,-,mitofusin 2 [EC:3.6.5.-],-,Significant
NODE_104_length_33704_cov_256.163720_14,461.07662369745,8.44258111654394,7.306763530086211e-31,203124.Tery_1488,0.0,,875.0,"COG0457@1|root,COG1442@1|root,COG0457@2|Bacteria,COG1442@2|Bacteria,1G8UX@1117|Cyanobacteria,1HD4F@1150|Oscillatoriales",1117|Cyanobacteria,M,Tetratricopeptide repeat,-,-,-,-,,-,Significant
NODE_702_length_4406_cov_327.495978_1,46.8810117202568,8.4438679588357,2.13709609977194e-07,203124.Tery_4899,5.24e-10,,57.8,"2DBR1@1|root,2ZAHV@2|Bacteria,1G2D5@1117|Cyanobacteria,1H9S8@1150|Oscillatoriales",1117|Cyanobacteria,S,PFAM Transposase DDE domain,-,-,-,-,,-,Significant
NODE_127_length_28402_cov_2061.682259_1,47.0670076787231,8.44955969239188,1.84639456583601e-07,1541065.JRFE01000023_gene3838,6.65e-07,,48.5,"COG3677@1|root,COG3677@2|Bacteria,1GP87@1117|Cyanobacteria,3VN6I@52604|Pleurocapsales",1117|Cyanobacteria,L,Transposase,-,-,-,-,,-,Significant
NODE_12685_length_401_cov_1090.956647_1,47.1596906900053,8.45238811435187,1.78213870430147e-07,203124.Tery_2814,2.37e-65,,222.0,"COG1572@1|root,COG2931@1|root,COG1572@2|Bacteria,COG2931@2|Bacteria,1GQZ7@1117|Cyanobacteria,1HAG0@1150|Oscillatoriales",2|Bacteria,Q,Bacterial pre-peptidase C-terminal domain,-,-,-,-,,-,Significant
NODE_24_length_68070_cov_475.815467_24,78.039995450142,8.45313213368232,1.37674710597137e-08,203124.Tery_3359,1.89e-05,,47.0,"COG0823@1|root,COG1404@1|root,COG0823@2|Bacteria,COG1404@2|Bacteria,1G7AR@1117|Cyanobacteria",1117|Cyanobacteria,O,PFAM FG-GAP repeat,-,-,-,-,,-,Significant
NODE_17_length_77004_cov_434.538746_13,47.3179625993192,8.45725480867871,1.94001100476221e-07,203124.Tery_5055,2.2600000000000002e-43,,140.0,"COG3335@1|root,COG3335@2|Bacteria",2|Bacteria,L,DDE superfamily endonuclease,-,-,-,"ko:K01152,ko:K07494",,-,Significant
NODE_159_length_23997_cov_519.480244_18,78.9188345598368,8.45873850207348,3.15885734843553e-09,203124.Tery_4555,4.76e-08,,53.9,"COG5659@1|root,COG5659@2|Bacteria",2|Bacteria,L,transposition,-,-,-,-,,-,Significant
NODE_31570_length_278_cov_243.560538_1,78.9881481174566,8.45994311454894,2.8934995779575304e-09,203124.Tery_4498,3.26e-45,49.3,162.0,"COG3391@1|root,COG3391@2|Bacteria,1G0EB@1117|Cyanobacteria,1H803@1150|Oscillatoriales",1117|Cyanobacteria,G,PFAM Na-Ca exchanger integrin-beta4 peptidase-like FG-GAP,-,-,-,ko:K20276,solute carrier family 8 (sodium/calcium exchanger),"ko02024,map02024",Significant
NODE_11418_length_422_cov_733.005450_1,47.4711675435086,8.46188640834886,1.63501644560362e-07,203124.Tery_0657,5.76e-59,60.2,204.0,"COG3391@1|root,COG3391@2|Bacteria,1G0EB@1117|Cyanobacteria,1H803@1150|Oscillatoriales",1117|Cyanobacteria,G,PFAM Na-Ca exchanger integrin-beta4 peptidase-like FG-GAP,-,-,-,ko:K20276,solute carrier family 8 (sodium/calcium exchanger),"ko02024,map02024",Significant
